"País","Género","Edad_del_encuestado_calculada","Interés_en_la_política","Confianza_politicos","Confianza_parlamento","Confianza_partidos_politicos","Votó_en_la_última_elección_nacional","Participó_en_una_manifestación_pública_en_los_últimos_12_meses","Sentimiento_de_cercanía_hacia_un_partido_político_en_particular","Rango_Edad","Region_Geografica"
"Austria","Male",27,3,2,3,2,"Yes","No","Yes","Jóvenes (15-29)","Europa Occidental"
"Austria","Male",82,1,0,2,0,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Female",60,3,5,7,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",51,2,2,6,2,"Yes","Yes","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",57,3,2,0,2,"No","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",84,2,10,9,8,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",58,4,1,2,1,"No","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",79,3,1,4,3,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",43,3,2,6,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",39,3,10,10,10,"Not eligible to vote","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",39,2,5,6,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",75,2,5,7,6,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",67,2,4,4,4,"No","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",33,2,5,7,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",51,4,0,0,0,"No","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",47,3,3,8,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",74,4,0,0,0,"No","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Female",46,3,0,1,0,"Not eligible to vote","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",55,4,2,5,2,"Not eligible to vote","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Male",57,1,3,6,3,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Female",84,3,3,7,3,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Male",74,2,2,0,4,"No","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Male",67,2,3,5,3,"No","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",60,4,2,2,2,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",61,2,1,3,2,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",71,3,5,6,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",31,2,4,3,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",33,3,1,3,1,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",30,3,4,7,3,"Yes","Yes","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",42,2,1,1,1,"No","Yes","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",72,2,4,5,2,"Yes","Yes","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",56,3,5,7,5,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",48,3,3,5,3,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Female",29,4,5,7,3,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",52,1,1,1,1,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Female",37,3,2,2,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",62,1,5,6,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",67,1,3,3,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",90,2,6,7,6,"No","No","Yes",NA,"Europa Occidental"
"Austria","Male",45,2,5,6,4,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",52,3,3,3,2,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Female",33,3,5,7,5,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",71,1,7,7,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",43,2,3,6,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",38,2,5,6,6,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",34,4,5,3,4,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",66,3,3,6,2,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",56,3,1,3,1,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",28,3,2,3,1,"No","No","Yes","Jóvenes (15-29)","Europa Occidental"
"Austria","Female",49,3,4,1,5,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",48,2,4,6,2,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",75,1,5,8,4,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",49,3,4,4,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",57,3,3,0,5,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Male",23,3,3,5,3,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Austria","Female",69,3,4,6,2,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",77,2,4,3,4,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Male",79,3,8,7,8,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",42,3,4,5,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",73,3,1,3,1,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",32,4,8,8,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",80,2,0,0,0,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Female",62,3,2,7,2,"Not eligible to vote","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",68,1,4,4,4,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",49,2,2,5,1,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",80,3,8,7,6,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Male",43,1,0,2,0,"Yes","Yes","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",41,3,2,3,2,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",55,3,4,7,2,"No","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",34,3,0,4,0,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",48,3,7,8,7,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",58,2,2,5,2,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",79,3,1,6,1,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",24,2,5,6,5,"No","Yes","No","Jóvenes (15-29)","Europa Occidental"
"Austria","Female",62,3,0,0,0,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",83,1,8,10,8,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",65,2,6,7,6,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",51,3,3,5,3,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Male",56,2,4,5,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",74,1,2,4,4,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Female",69,3,3,4,2,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",50,2,7,8,7,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",53,3,3,8,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",87,1,7,6,6,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",77,2,3,4,4,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Female",53,3,5,6,5,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Female",75,2,5,6,5,"No","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",49,3,0,1,0,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",26,2,7,8,7,"Yes","Yes","Yes","Jóvenes (15-29)","Europa Occidental"
"Austria","Female",70,2,6,6,6,"No","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",43,4,0,4,0,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",78,3,6,7,6,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",41,4,9,9,9,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",31,4,4,6,4,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",86,2,7,8,6,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Female",73,2,4,5,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",37,4,3,2,3,"Not eligible to vote","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",63,2,5,7,5,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",70,2,2,7,2,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",63,1,3,9,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",68,1,0,5,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",58,1,0,0,0,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Female",51,2,2,0,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",35,2,9,8,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",76,3,5,5,2,"No","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Female",58,2,5,4,5,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",29,4,3,4,3,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",64,3,3,5,3,"No","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",27,3,5,5,5,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Austria","Female",78,3,7,7,7,"No","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Female",69,2,5,6,7,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",41,3,4,6,4,"Not eligible to vote","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",83,1,2,2,2,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Male",49,2,5,6,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",87,3,1,4,1,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",48,2,3,4,2,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",57,3,1,3,1,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",64,2,1,5,1,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",41,2,9,10,9,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",67,2,4,7,1,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",71,2,10,10,10,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",29,3,5,5,5,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",53,2,5,5,5,"Not eligible to vote","Yes","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Male",76,1,0,2,0,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Female",50,3,4,5,4,"Not eligible to vote","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",55,3,0,1,0,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",31,3,2,3,2,"Not eligible to vote","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",74,2,6,6,5,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Female",39,3,4,5,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",64,1,5,5,5,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",65,2,5,6,5,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",47,2,6,6,7,"Not eligible to vote","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",45,3,0,1,0,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",40,2,5,4,2,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",84,3,3,5,3,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Male",59,1,0,6,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",72,2,8,6,2,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",47,2,5,6,9,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",55,2,3,6,4,"No","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",80,2,10,10,10,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",21,1,3,4,3,"Yes","Yes","No","Jóvenes (15-29)","Europa Occidental"
"Austria","Male",67,1,6,6,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",37,2,5,7,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",30,2,4,7,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",61,1,5,7,5,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",62,3,1,2,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",67,2,7,9,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",88,2,5,5,4,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Female",50,3,1,2,1,"Yes","Yes","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Male",70,2,3,3,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",42,1,8,8,4,"Not eligible to vote","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",54,3,4,5,2,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",81,1,5,7,5,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Female",49,3,3,4,3,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",40,3,4,4,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",38,2,2,2,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",65,3,8,10,5,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",54,3,4,7,4,"No","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",48,2,3,7,2,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",68,1,3,5,4,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",57,2,5,6,6,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",58,2,6,8,5,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",77,4,1,1,1,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Female",42,2,2,3,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",72,3,4,7,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",20,3,2,5,2,"No","No","No","Jóvenes (15-29)","Europa Occidental"
"Austria","Male",61,1,2,6,2,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",29,3,2,3,2,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",58,1,5,3,4,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Male",31,2,5,7,5,"Not eligible to vote","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",84,2,10,10,10,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",77,2,5,5,5,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",57,1,5,9,5,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Female",71,2,2,3,2,"No","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",77,3,6,6,6,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Female",44,3,0,0,1,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",52,3,5,5,5,"No","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",35,3,0,3,0,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",58,1,7,9,7,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Female",55,2,0,3,1,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",57,3,1,2,1,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",34,4,5,7,7,"No","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",25,3,0,0,0,"Yes","No","No","Jóvenes (15-29)","Europa Occidental"
"Austria","Female",51,4,0,0,0,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",46,4,4,6,3,"No","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",57,3,0,4,0,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",61,2,4,7,2,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",58,4,1,5,1,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Female",39,3,3,5,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",76,1,0,6,2,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Female",68,3,0,2,0,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",28,3,6,6,6,"No","No","No","Jóvenes (15-29)","Europa Occidental"
"Austria","Male",61,1,7,8,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",43,2,5,7,5,"Not eligible to vote","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",66,4,5,7,7,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",72,2,2,3,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",72,2,7,6,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",23,3,2,5,2,"No","No","No","Jóvenes (15-29)","Europa Occidental"
"Austria","Male",37,1,4,6,3,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",73,2,10,10,10,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",62,1,7,10,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Male",57,2,7,9,7,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Female",62,2,3,3,1,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",49,3,5,7,5,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",46,4,0,2,0,"Not eligible to vote","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",51,3,3,6,4,"No","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",71,3,10,10,8,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",74,3,4,5,3,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Female",47,2,8,9,9,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Male",16,4,9,10,9,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa Occidental"
"Austria","Male",34,2,5,2,3,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Male",68,2,4,5,3,"Yes","No","No","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",79,4,0,0,0,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Male",26,3,2,2,2,"Yes","No","Yes","Jóvenes (15-29)","Europa Occidental"
"Austria","Female",65,1,6,5,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",29,1,1,7,1,"No","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",62,1,6,4,5,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",63,1,7,8,7,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",73,2,8,5,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa Occidental"
"Austria","Female",25,4,2,4,2,"No","No","No","Jóvenes (15-29)","Europa Occidental"
"Austria","Female",80,1,5,5,2,"Yes","No","No","Ancianos (75-90)","Europa Occidental"
"Austria","Male",53,2,5,4,4,"Yes","No","Yes","Adultos (45-59)","Europa Occidental"
"Austria","Male",35,3,2,7,3,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa Occidental"
"Austria","Female",83,2,7,9,5,"Yes","No","Yes","Ancianos (75-90)","Europa Occidental"
"Austria","Male",49,2,9,8,8,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",48,3,3,4,2,"Yes","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",58,3,7,6,7,"Not eligible to vote","No","No","Adultos (45-59)","Europa Occidental"
"Austria","Female",42,4,1,2,1,"Not eligible to vote","No","No","Adultos Jóvenes (30-44)","Europa Occidental"
